"","lengthlist","samplelist","sample_trimmed","cluster"
"317",149,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"318",149,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"319",149,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"320",151,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"321",151,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"322",151,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"323",152,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"324",152,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"325",152,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"326",152,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"327",153,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"328",153,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"329",153,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"330",153,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"331",153,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"332",154,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"333",154,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"334",154,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"335",154,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"336",155,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"337",155,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"338",156,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"339",156,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"340",156,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"341",157,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"342",157,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"343",158,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"344",158,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"345",158,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"346",158,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"347",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"348",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"349",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"350",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"351",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"352",159,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"353",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"354",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"355",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"356",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"357",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"358",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"359",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"360",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"361",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"362",160,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"363",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"364",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"365",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"366",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"367",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"368",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"369",161,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"370",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"371",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"372",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"373",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"374",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"375",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"376",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"377",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"378",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"379",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"380",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"381",162,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"382",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"383",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"384",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"385",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"386",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"387",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"388",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"389",163,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"390",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"391",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"392",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"393",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"394",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"395",164,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"396",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"397",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"398",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"399",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"400",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"401",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"402",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"403",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"404",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"405",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"406",165,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"407",166,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"408",166,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"409",166,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"410",166,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"411",166,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"412",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"413",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"414",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"415",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"416",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"417",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"418",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"419",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"420",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"421",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"422",167,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"423",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"424",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"425",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"426",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"427",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"428",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"429",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"430",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"431",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"432",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"433",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"434",168,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"435",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"436",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"437",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"438",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"439",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"440",169,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"441",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"442",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"443",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"444",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"445",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"446",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"447",170,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"448",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"449",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"450",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"451",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"452",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"453",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"454",171,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"455",172,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"456",172,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"457",172,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"458",173,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"459",173,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"460",173,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"461",173,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"462",173,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"463",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"464",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"465",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"466",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"467",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"468",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"469",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"470",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"471",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"472",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"473",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"474",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"475",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"476",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"477",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"478",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"479",174,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"480",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"481",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"482",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"483",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"484",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"485",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"486",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"487",175,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"488",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"489",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"490",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"491",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"492",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"493",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"494",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"495",176,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"496",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"497",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"498",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"499",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"500",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"501",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"502",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"503",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"504",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"505",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"506",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"507",177,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"508",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"509",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"510",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"511",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"512",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"513",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"514",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"515",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"516",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"517",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"518",178,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"519",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"520",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"521",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"522",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"523",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"524",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"525",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"526",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"527",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"528",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"529",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"530",179,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"531",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"532",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"533",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"534",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"535",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"536",180,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"537",181,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"538",181,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"539",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"540",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"541",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"542",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"543",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"544",182,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"545",183,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"546",183,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"547",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"548",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"549",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"550",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"551",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"552",184,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"553",185,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"554",185,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"555",185,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"556",186,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"557",186,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"558",186,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"559",186,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"560",187,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"561",187,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"562",187,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"563",188,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"564",188,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"565",188,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"566",189,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"567",190,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"568",190,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"569",190,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"570",190,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"571",191,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"572",191,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"573",193,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"574",194,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"575",194,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"576",195,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"577",195,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"578",196,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
"579",196,"108R08_H01_CFFv1_NA0123_host_filtered.fastq","9P01","High cluster"
